2027.66,2034.64,2031.798975
2027.21,2034.975,2031.818425
2028.535,2034.58,2031.95665
2028.57,2034.845,2032.1612
2027.865,2034.645,2031.986175
2027.415,2034.75,2031.966225
2028.875,2034.97,2032.12325
2027.745,2034.335,2032.04595
2029.07,2034.48,2031.9697
2027.81,2034.77,2031.721625
2028.31,2034.94,2031.79995
2026.785,2034.84,2031.9504
2028.77,2034.995,2032.08455
2028.745,2034.705,2032.190475
2029.995,2034.905,2032.439825
2029.02,2034.67,2032.362225
2029.355,2034.785,2032.49475
2029.325,2035.09,2032.372025
2029.495,2034.5,2032.41255
2028.335,2035.01,2032.5184
2028.88,2035.21,2032.2363
2029.315,2034.955,2032.263125
2028.86,2034.9,2032.297625
2030.04,2035.305,2032.4284
2028.47,2034.72,2032.39535
2028.595,2035.22,2032.486775
2029.325,2034.925,2032.47845
2028.275,2034.705,2032.3712
2028.765,2034.74,2032.336225
2027.935,2034.785,2032.238975
2028.25,2035.11,2032.161375
2028.915,2034.75,2032.147225
2029.01,2034.89,2032.259575
